Respondent ID,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Age,Gender,Household Income,Region,Device Type
10822917980,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Slightly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Moderately agree,> 60,Male,"$100,000-$124,999",Pacific,Windows Desktop / Laptop
10822917936,Roaming outdoor cats do not harm wildlife,Slightly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Neither agree nor disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,> 60,Male,"$125,000-$149,999",South Atlantic,Android Phone / Tablet
10822917473,Roaming outdoor cats harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Male,"$0-$9,999",East North Central,Android Phone / Tablet
10822916062,Roaming outdoor cats do not harm wildlife,Slightly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Female,"$100,000-$124,999",Mountain,Android Phone / Tablet
10822915916,Roaming outdoor cats do not harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Moderately agree,> 60,Male,"$50,000-$74,999",West South Central,iOS Phone / Tablet
10822914166,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,> 60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10822913958,Roaming outdoor cats harm wildlife,Strongly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly agree,> 60,Male,"$25,000-$49,999",Middle Atlantic,MacOS Desktop / Laptop
10822913062,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Slightly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,> 60,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10822912840,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly disagree,> 60,Male,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10822912833,Roaming outdoor cats harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Moderately disagree,45-60,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10822912626,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Moderately agree,> 60,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop
10822912458,Roaming outdoor cats harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats not intended for breeding need not be spayed or neutered,Moderately disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Slightly agree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Female,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10822912263,Roaming outdoor cats harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,> 60,Female,Prefer not to answer,West South Central,Windows Desktop / Laptop
10822912142,Roaming outdoor cats harm wildlife,Strongly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Strongly agree,> 60,Female,"$200,000+",West South Central,Windows Desktop / Laptop
10822912107,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Strongly agree,> 60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10822911190,Roaming outdoor cats do not harm wildlife,Moderately agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Moderately agree,45-60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10822910959,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Slightly agree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,45-60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10822910954,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Moderately agree,> 60,Female,"$50,000-$74,999",Mountain,Android Phone / Tablet
10822910814,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Female,"$175,000-$199,999",Pacific,iOS Phone / Tablet
10822909829,Roaming outdoor cats harm wildlife,Strongly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,45-60,Female,"$50,000-$74,999",New England,iOS Phone / Tablet
10822909821,Roaming outdoor cats harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,> 60,Male,"$125,000-$149,999",West South Central,iOS Phone / Tablet
10822909384,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Slightly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,45-60,Female,"$0-$9,999",East South Central,Android Phone / Tablet
10822909257,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Slightly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Slightly agree,Roaming outdoor cats pose a risk to human health<br>,Slightly disagree,45-60,Male,"$75,000-$99,999",West North Central,Android Phone / Tablet
10822909093,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,> 60,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
10822909026,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Female,"$75,000-$99,999",New England,iOS Phone / Tablet
10822908876,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Strongly agree,> 60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10822908553,Roaming outdoor cats do not harm wildlife,Strongly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Moderately disagree,> 60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10822908043,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,45-60,Male,"$75,000-$99,999",Mountain,Android Phone / Tablet
10822907827,Roaming outdoor cats harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats should be spayed or neutered unless intended for breeding,Slightly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,45-60,Female,"$150,000-$174,999",New England,iOS Phone / Tablet
10822907774,Roaming outdoor cats do not harm wildlife,Slightly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,45-60,Female,"$0-$9,999",Mountain,Android Phone / Tablet
10822907106,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,> 60,Female,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10822906648,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats should be spayed or neutered unless intended for breeding,Neither agree nor disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,45-60,Female,Prefer not to answer,East North Central,iOS Phone / Tablet
10822906594,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly disagree,> 60,Female,Prefer not to answer,East North Central,iOS Phone / Tablet
10822906546,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10822905824,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Slightly agree,Roaming outdoor cats do not pose a risk to human health,Slightly agree,> 60,Male,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10822905805,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Slightly agree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,> 60,Male,"$75,000-$99,999",East North Central,Android Phone / Tablet
10822905714,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,> 60,Male,"$100,000-$124,999",South Atlantic,Android Phone / Tablet
10822905184,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Male,"$75,000-$99,999",Mountain,Android Phone / Tablet
10822905038,Roaming outdoor cats harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10822904941,Roaming outdoor cats harm wildlife,Moderately agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Female,"$75,000-$99,999",Mountain,Other
10822904897,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Neither agree nor disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly agree,> 60,Female,"$75,000-$99,999",West South Central,iOS Phone / Tablet
10822904791,Roaming outdoor cats harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,45-60,Male,"$50,000-$74,999",East North Central,Android Phone / Tablet
10822904099,Roaming outdoor cats do not harm wildlife,Slightly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Moderately agree,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10822903934,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,45-60,Male,"$25,000-$49,999",West North Central,Android Phone / Tablet
10822903746,Roaming outdoor cats harm wildlife,Strongly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Neither agree nor disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Slightly agree,> 60,Male,"$10,000-$24,999",New England,Android Phone / Tablet
10822903372,Roaming outdoor cats do not harm wildlife,Slightly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Slightly disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Male,"$50,000-$74,999",East North Central,Android Phone / Tablet
10822903366,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,> 60,Female,"$25,000-$49,999",West South Central,Windows Desktop / Laptop
10822903037,Roaming outdoor cats harm wildlife,Moderately agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,> 60,Female,"$10,000-$24,999",Mountain,iOS Phone / Tablet
10822902810,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Neither agree nor disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly agree,45-60,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10822902775,Roaming outdoor cats harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Female,"$100,000-$124,999",East South Central,Android Phone / Tablet
10822902508,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,> 60,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
